Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
21,Spearow,N,1,,,145/214,unbrokenbonds,tetsuya koizumi,,,8/6/2019
22,Fearow,N,2,,,146/214,unbrokenbonds,kawayoo,,,8/30/2019
52,Meowth,N,1,,,147/214,unbrokenbonds,Shibuzoh.,,,5/15/2019
53,Persian,N,3,,,148/214,unbrokenbonds,nagimiso,,,8/30/2019
84,Doduo,N,1,,,150/214,unbrokenbonds,kodama,,,7/20/2019
85,Dodrio,N,2,,,151/214,unbrokenbonds,Misa Tsutsui,,,8/30/2019
463,Lickilicky,N,3,,,153/214,unbrokenbonds,sui,,,7/26/2019
137,Porygon,N,1,Reverse,,154/214,unbrokenbonds,Ayaka Yoshida,,,9/28/2019
137,Porygon,N,1,,,155/214,unbrokenbonds,Suwama Chiaki,,,8/30/2019
233,Porygon2,N,2,,,156/214,unbrokenbonds,sowsow,,,8/30/2019
431,Glameow,N,1,Reverse,,159/214,unbrokenbonds,sowsow,,,7/27/2019
432,Purugly,N,3,,,160/214,unbrokenbonds,Tomokazu Komiya,,,7/20/2019
440,Happiny,N,2,,,161/214,unbrokenbonds,Eri Yamaki,,,7/27/2019
441,Chatot,N,2,,,162/214,unbrokenbonds,HYOGONOSUKE,,,7/20/2019
T,Beast Bringer,I,2,,,164/214,unbrokenbonds,Ayaka Yoshida,,,8/30/2019
T,Chip-Chip Ice Axe,I,2,,,165/214,unbrokenbonds,Yoshinobu Saito,,,12/28/2019
T,Devolution Spray Z,I,2,,,166/214,unbrokenbonds,Toyste Beach,,,5/15/2019
T,Dusk Stone,I,2,Reverse,,167/214,unbrokenbonds,Ryo Ueda,,,7/27/2019
T,Dust Island,S,2,Reverse,,168/214,unbrokenbonds,Ryo Ueda,,,7/29/2019
T,Energy Spinner,I,2,,,170/214,unbrokenbonds,Ryo Ueda,,,9/28/2019
T,Fairy Charm Ability,I,2,,,171/214,unbrokenbonds,Toyste Beach,,,7/29/2019
T,Fairy Charm Electric,I,2,,,172/214,unbrokenbonds,Toyste Beach,,,8/30/2019
T,Fire Crystal,I,2,,,173/214,unbrokenbonds,Yoshinobu Saito,,,5/15/2019
T,Giovanni's Exile,Su,2,,,174/214,unbrokenbonds,Megumi Mizutani,,,7/27/2019
T,Green's Exploration,Su,2,,,175/214,unbrokenbonds,Naoki Saito,,,8/30/2019
T,Koga's Trap,Su,2,,,177/214,unbrokenbonds,Megumi Mizutani,,,5/11/2019
T,Lt. Surge's Strategy,Su,2,,,178/214,unbrokenbonds,Megumi Mizutani,,,8/30/2019
T,Martial Arts Dojo,S,2,,,179/214,unbrokenbonds,5ban Graphics,,,12/28/2019
T,Metal Core Barrier,I,2,,,180/214,unbrokenbonds,Studio Bora Inc.,,,7/27/2019
T,Molayne,Su,2,,,181/214,unbrokenbonds,Ken Sugimori,,,8/30/2019
T,Power Plant,I,2,,,183/214,unbrokenbonds,oky CG Works,,,8/30/2019
T,Red's Challenge,Su,3,,,184/214,unbrokenbonds,Megumi Mizutani,,,10/26/2019
T,Samson Oak,Su,2,,,185/214,unbrokenbonds,Masakazu Fukuda,,,8/30/2019
T,Stealthy Hood,I,2,,,186/214,unbrokenbonds,Ryo Ueda,,,8/30/2019
T,Surprise Box,Su,2,,,187/214,unbrokenbonds,Ryo Ueda,,,8/30/2019
T,Ultra Forest Kartenvoy,Su,2,,,188/214,unbrokenbonds,Masakazu Fukuda,,,8/30/2019
T,Triple Acceleration Energy,E,2,,,190/214,unbrokenbonds,,,,7/29/2019
308,Medicham,Fg,3,,,25/100,crystalguardians,Midori Harada,Used,,8/20/2019
8,Wartortle,W,2,,,43/100,crystalguardians,Atsuko Nishida,,,
1,Bulbasaur,G,1,,,46/100,crystalguardians,Kdgemaru Himeno,Dirty,,
50,Diglett,Fg,1,,,50/100,crystalguardians,Kyoko Umemoto,,,
39,Jigglypuff,N,1,,,53/100,crystalguardians,Midori Harada,Used,,8/20/2019
98,Krabby,W,1,,,54/100,crystalguardians,Tomokazu Komiya,,,
258,Mudkip,W,1,,,58/100,crystalguardians,Hajime Kusajima,,,
322,Numel,F,1,,,59/100,crystalguardians,Miki Tanaka,Used,,8/20/2019
273,Seedot,G,1,,,60/100,crystalguardians,Yukiko Baba,Used,,8/20/2019
7,Squirtle,W,1,,,64/100,crystalguardians,Hajime Kusajima,,,
426,Drifblim,P,3,Art,Frontier Brain's,3/147,supremevictors,Lee HyunJung,,,
464,Rhyperior,Fg,3,Reverse,,10/147,supremevictors,Hajime Kusajima,,,8/30/2019
59,Arcanine G,F,3,Reverse,Team Galactics,15/147,supremevictors,Yusuke Ishikawa,,,
12,Butterfree FB,G,3,Reverse / Reverse Special,Frontier Bran's,17/147,supremevictors,Lee HyunJung,,,
395,Empoleon FB,W,3,Reverse,Frontier Brain's,27/147,supremevictors,Hiraki Fuchino,,,
350,Milotic C,W,3,Art,Champions,35/147,supremevictors,kawayoo,,,
146,Moltres,F,3,,,36/147,supremevictors,Kouki Saitou,,,
57,Primeape,Fg,3,,,39/147,supremevictors,Midori Harada,,,
407,Roserade C,P,3,,Champion's,40/147,supremevictors,kawayoo,Yes,,
321,Wailord,W,3,,,47/147,supremevictors,Midori Harada,,,
334,Altaria C,N,2,,Champion's,49/147,supremevictors,kawayoo,,,
59,Arcanine,F,2,,,50/147,supremevictors,Atsuko Nishida,Dirty,,
286,Breloom,Fg,2,,,52/147,supremevictors,Kyoko Umemoto,,,
421,Cherrim,G,2,,,55/147,supremevictors,Saya Tsuruta,,,
445,Garchomp C,N,2,,Champion's,60/147,supremevictors,kawayoo,,,
449,Hippopotas,Fg,2,,,61/147,supremevictors,Masakazu Fukuda,,,
375,Metang,Sl,2,Reverse,,69/147,supremevictors,Kyoko Umemoto,,,
198,Murkrow,D,2,,,72/147,supremevictors,Yukiko Baba,,,
291,Ninjask,G,2,,,73/147,supremevictors,Kouki Saitou,,,
369,Relicanth,Fg,2,,,79/147,supremevictors,Sumiyoshi Kizuki,,,
112,Rhydon,Fg,2,,,80/147,supremevictors,Masokazu Fukuda,,,
442,Spiritomb C,P,2,,Champion's,84/147,supremevictors,kawayoo,,,
468,Togekiss C,N,2,,Champion's,86/147,supremevictors,kawayoo,,,8/30/2019
193,Yanma,G,2,,,88/147,supremevictors,Midori Harada,,,
374,Beldum,Sl,1,,,90/147,supremevictors,Atsuko Nishida,,,
399,Bidoof,N,1,,,91/147,supremevictors,Atsuko Nishida,,,
418,Buizel,W,1,,,92/147,supremevictors,Kagemaru Himeno,,,
427,Buneary,N,1,,,94/147,supremevictors,Kanako Eo,,,
441,Chatot,N,1,Reverse,,95/147,supremevictors,Satoshi Ohta,,,
433,Chingling,P,1,,,98/147,supremevictors,Kagemaru Himeno,,,
415,Combee,G,1,Reverse,,99/147,supremevictors,Atsuko Nishida,,,
341,Corphish,W,1,,,100/147,supremevictors,Hajime Kusajima,,,
453,Croagunk,P,1,,,101/147,supremevictors,Masakazu Fukuda,,,
349,Feebas,W,1,,,104/147,supremevictors,Mitsuhiro Arita,,,
443,Gible,N,1,,,106/147,supremevictors,Kanako Eo,Scratched,,7/20/2019
401,Kricketot,G,1,,,109/147,supremevictors,Kouki Saitou,,,
56,Mankey,Fg,1,,,112/147,supremevictors,Kanaka Eo,,,
439,Mime Jr.,P,1,,,115/147,supremevictors,Miki Tanaka,,,
258,Mudkip,W,1,,,116/147,supremevictors,Kouki Saitou,,,
46,Paras,G,1,,,119/147,supremevictors,Yukiko Baba,,,
451,Skorupi,P,1,,,128/147,supremevictors,Hajime Kusajima,,,
396,Starly,N,1,,,129/147,supremevictors,Mitsuhiro Arita,,,
283,Surskit,G,1,,,130/147,supremevictors,Miki Tanaka,,,
41,Zubat,P,1,,,133/147,supremevictors,Masokazu Fukuda,,,
T,Champion's Room,S,2,,,135/147,supremevictors,Yusuke Ishikawa,,,
445,Garchomp C X,N,5,,Champion's World Championships 2010,145/147,supremevictors,Shizurow,,,
149,Dragonite,Dr,,Art,,Sun May 20 2018 00:00:00 GMT-0400 (EDT),dragonsvault,Mitsuhiro Arita,,,
1,Venusaur EX,G,5,Full,Full Art,1/108,evolutions,Eske Yoshinob,,,7/26/2019
10,Caterpie,G,1,,,3/108,evolutions,Ken Sugimori,,,9/17/2019
11,Metapod,G,2,,,4/108,evolutions,Ken Sugimori,,,
13,Weedle,G,1,Reverse,,5/108,evolutions,Mitsuhiro Arita,,,
14,Kakuna,G,2,,,6/108,evolutions,Keiji Kinebuchi,,,
15,Beedrill,G,3,,,7/108,evolutions,Ken Sugimori,,,10/12/2019
114,Tangela,G,1,,,8/108,evolutions,Mitsuhiro Arita,,,
4,Charmander,F,1,Reverse,,9/108,evolutions,Mitsuhiro Arita,,,6/29/2019
6,Charizard,F,3,Art,,11/108,evolutions,Mitsuhiro Arita,,,6/29/2019
37,Vulpix,F,1,Full,,14/108,evolutions,Ken Sugimori,,,
38,Ninetales,F,3,Reverse,,15/108,evolutions,Ken Sugimori,,,7/30/2019
58,Growlithe,F,1,,,17/108,evolutions,Ken Sugimori,,,
77,Ponyta,F,1,,,19/108,evolutions,Ken Sugimori,,,
126,Magmar,F,2,,,20/108,evolutions,Ken Sugimori,,,6/29/2019
60,Poliwag,W,1,,,23/108,evolutions,Ken Sugimori,,,
61,Poliwhirl,W,2,,,24/108,evolutions,Ken Sugimori,,,9/7/2019
86,Seel,W,1,,,28/108,evolutions,Ken Sugimori,,,
87,Dewgong,W,3,,,29/108,evolutions,Mitsuhiro Arita,,,7/20/2019
120,Staryu,W,1,Reverse,,30/108,evolutions,Keiji Kinebuchi,,,
121,Starmie,W,3,Reverse,,31/108,evolutions,Keiji Kinebuchi,,,
129,Magikarp,W,1,Reverse,,33/108,evolutions,Mitsuhiro Arita,,,9/7/2019
25,Pikachu,El,1,,,35/108,evolutions,Mitsuhiro Arita,,,
26,Raichu,El,3,Card,,36/108,evolutions,Ken Sugimori,,,7/26/2019
81,Magnemite,El,1,,,37/108,evolutions,Keiji Kinebuchi,,,6/29/2019
82,Magneton,El,3,Art,,38/108,evolutions,Keiji Kinebuchi,,,9/7/2019
100,Voltorb,El,1,,,39/108,evolutions,Keiji Kinebuchi,,,6/29/2019
101,Electrode,El,3,,,40/108,evolutions,Keiji Kinebuchi,,,6/29/2019
125,Electabuzz,El,1,Reverse,,41/108,evolutions,Ken Sugmiori,,,7/30/2019
32,Nidoran M,P,1,Reverse,,43/108,evolutions,Ken Sugimori,,,10/12/2019
33,Nidorino,P,2,,,44/108,evolutions,Mitsuhiro Arita,,,
92,Gastly,P,1,Reverse,,47/108,evolutions,Keiji Kinebuchi,,,9/7/2019
93,Haunter,P,2,,,48/108,evolutions,Keiji Kinebuchi,,,
96,Drowzee,P,1,,,49/108,evolutions,Ken Sugimori,,,9/7/2019
109,Koffing,P,2,,,50/108,evolutions,Mitsuhiro Arita,,,9/7/2019
150,Mewtwo,P,3,,,51/108,evolutions,Ken Sugimori,,,
150,Mewtwo EX,P,5,Art,Full Art,52/108,evolutions,Eske Yoshinob,,,9/7/2019
151,Mew,P,3,Reverse,,53/108,evolutions,Ken Sugimori,,,
27,Sandshrew,Fg,1,,,54/108,evolutions,Ken Sugimori,,,
50,Diglett,Fg,1,Reverse,,55/108,evolutions,Keiji Kinebuchi,,,12/28/2019
51,Dugtrio,Fg,3,,,56/108,evolutions,Keiji Kinebuchi,,,12/20/2019
66,Machop,Fg,1,,,57/108,evolutions,Mitsuhiro Arita,,,
67,Machoke,Fg,2,,,58/108,evolutions,Ken Sugimori,,,12/28/2019
95,Onix,Fg,1,,,61/108,evolutions,Ken Sugimori,,,
107,Hitmonchan,Fg,3,Art,,62/108,evolutions,Ken Sugimori,,,
83,Farfetch'd,N,3,,,68/108,evolutions,Ken Sugimori,,,
84,Doduo,N,1,,,69/108,evolutions,Mitsuhiro Arita,,,
113,Chansey,N,3,Art,,70/108,evolutions,Ken Sugimori,,,9/17/2019
137,Porygon,N,2,,,71/108,evolutions,Tomoaki Imakuni,,,6/29/2019
T,Blastiose Spirit Link,I,2,,,73/108,evolutions,5ban Graphics,,,
T,Charizard Spirit Link,I,2,,,75/108,evolutions,5ban Graphics,,,
T,Devolution Spray,I,2,,,76/108,evolutions,Keiji Kinebuchi,,,
T,Energy Retrieval,I,2,,,77/108,evolutions,Keiji Kinebuchi,,,
T,Maintenance,I,2,,,79/108,evolutions,Keiji Kinebuchi,,,9/7/2019
T,Misty's Determination,Su,2,,,80/108,evolutions,Ken Sugimori,,,6/29/2019
T,Pidgeot Spirit Link,I,2,,,81/108,evolutions,5ban Graphics,,,9/17/2019
T,Pokedex,I,2,,,82/108,evolutions,Keiji Kinebuchi,,,7/26/2019
T,Potion,I,2,Reverse,,83/108,evolutions,Keiji Kinebuchi,,,9/17/2019
T,Slowbro Spirit Link,I,2,,,86/108,evolutions,5ban Graphics,,,7/26/2019
T,Super Potion,T,2,Card,,87/108,evolutions,Keiji Kinebuchi,,,6/29/2019
T,Switch,I,2,,,88/108,evolutions,Keiji Kinebuchi,,,
T,Venusaur Spirit Link,I,2,,,89/108,evolutions,5ban Graphics,,,
T,Special Energy,E,2,,,90/108,evolutions,Keiji Kinebuchi,,,
T,Fire Energy,E,1,,,92/108,evolutions,,,,9/7/2019
T,Water Energy,E,1,,,93/108,evolutions,,,,12/28/2019
T,Electric Energy,E,1,,,94/108,evolutions,,,,9/17/2019
T,Psychic Energy,E,1,,,95/108,evolutions,,,,
T,Fight Energy,E,1,,,96/108,evolutions,,,,
T,Steel Energy,E,1,,,98/108,evolutions,,,,6/29/2019
T,Fairy Energy,E,1,,,99/108,evolutions,,,,9/17/2019
3,Mega Venusaur EX,G,5,Full,Full Art / Textured,100/108,evolutions,5ban Graphics,,,
103,Exeggutor,G,3,,Japanese,109/108,evolutions,Dr.Ooyama,,,10/12/2019
25,Flying Pikachu,El,3,,,110/108,evolutions,Toshinao Aoki,,,9/7/2019
84,Imakuni?'s Doduo,,3,,,112/108,evolutions,Imakuni?,,,
7,Squirtle,W,1,,,95/110,legendarycollection,Mitsuhiro Arita,,,
114,Tangela,G,1,,,1/214,lostthunder,Ken Sugimori,,,5/12/2019
123,Scyther,G,1,Card,,3/214,lostthunder,Kouki Saitou,,,7/5/2019
153,Bayleef,G,2,,,7/214,lostthunder,Kagemaru Himeno,,,7/5/2019
167,Spinarak,G,1,,,9/214,lostthunder,Misa Tsutsui,,,7/26/2019
187,Hoppip,G,1,,,12/214,lostthunder,kawayoo,,,
213,Shuckle,G,2,,,16/214,lostthunder,Masakazu Fukuda,,,
214,Heracross,G,2,,,18/214,lostthunder,Ken Sugimori,,,
253,Grovyle,G,2,,,21/214,lostthunder,Ayaka Yoshida,,,7/5/2019
265,Wurmple,G,1,,,23/214,lostthunder,kirisAki,,,7/26/2019
269,Dustox,G,3,,,28/214,lostthunder,Midori Harada,,,5/12/2019
290,Nincada,G,1,,,29/214,lostthunder,SATOSHI NAKAI,,,7/5/2019
415,Combee,G,1,,,31/214,lostthunder,Akira Komyama,,,7/5/2019
672,Skiddo,G,1,,,35/214,lostthunder,Ken Sugimori,,,
673,Gogoat,G,2,,,36/214,lostthunder,sowsow,,,
155,Cyndaquil,F,1,,,39/214,lostthunder,Mina Nakai,,,10/12/2019
155,Cyndaquil,F,1,,,40/214,lostthunder,kirisAki,,,7/5/2019
218,Slugma,F,1,,,43/214,lostthunder,SATOSHI NAKAI,,,
228,Houndour,F,1,,,45/214,lostthunder,Ken Sugimori,,,
229,Houndoom,F,3,,,46/214,lostthunder,Sekio,,,
244,Entei,F,3,Reverse,,47/214,lostthunder,kawayoo,,,
37,Alolan Vulpix,W,1,,,53/214,lostthunder,Naoyo Kimura,,,5/12/2019
79,Slowpoke,W,1,,,54/214,lostthunder,Tomokazu Komiya,,,7/26/2019
613,Cubchoo,W,1,,,61/214,lostthunder,0313,,,7/26/2019
646,White Kyurem,W,3,Art,,63/214,lostthunder,Hitoshi Ariga,,,10/12/2019
728,Popplio,W,1,,,65/214,lostthunder,Yusuke Ohmura,,,7/29/2019
747,Mareanie,W,1,,,68/214,lostthunder,Aya Kusube,,,7/5/2019
779,Bruxish,W,1,,,70/214,lostthunder,tetsuya koizumi,,,10/12/2019
125,Electabuzz,El,2,Card,,71/214,lostthunder,Naoyo Kimura,,,7/26/2019
170,Chinchou,El,1,,,73/214,lostthunder,Akira Komayama,,,7/5/2019
179,Mareep,El,1,,,75/214,lostthunder,Midori Harada,,,7/5/2019
179,Mareep,El,1,,,76/214,lostthunder,0313,,,7/26/2019
522,Blitzle,El,1,,,81/214,lostthunder,Miki Tanaka,,,7/26/2019
618,Stunfisk,El,1,,,83/214,lostthunder,Ken Sugimori,,,8/30/2019
702,Dedenne,El,1,,,84/214,lostthunder,MAHOU,,,10/12/2019
178,Xatu,P,2,,,88/214,lostthunder,Ken Sugimori,,,5/12/2019
196,Espeon,P,3,Art,,89/214,lostthunder,Ryota Murayama,,,8/25/2019
201,Unown,P,3,,,92/214,lostthunder,Naoki Saito,,,7/26/2019
202,Wobbuffet,P,3,Full,,93/214,lostthunder,Megumi Mitzutani,,,
292,Shedinja,P,3,,,95/214,lostthunder,kawayoo,,,7/5/2019
302,Sableye,P,2,,,96/214,lostthunder,Miki Tanaka,,,5/12/2019
487,Giratina,P,3,Reverse,,97/214,lostthunder,Hasuno,,,8/30/2019
562,Yamask,P,1,,,99/214,lostthunder,Ken Sugimori,,,
607,Litwick,P,1,,,101/214,lostthunder,Asako Ito,,,8/30/2019
608,Lampent,P,2,,,102/214,lostthunder,Anesaki Dynamic,,,7/26/2019
747,Mareanie,P,1,,,105/214,lostthunder,Sanosuke Sakuma,,,8/30/2019
803,Poipole,P,1,,,107/214,lostthunder,Hitoshi Ariga,,,5/12/2019
95,Onix,Fg,1,,,109/214,lostthunder,Tomokazu Komiya,,,8/18/2019
246,Larvitar,Fg,1,,,114/214,lostthunder,Misa Tsutsui,,,5/12/2019
246,Larvitar,Fg,1,,,115/214,lostthunder,SATOSHI NAKAI,,,8/30/2019
52,Alolan Meowth,D,1,,,118/214,lostthunder,Akira Komayama,,,7/26/2019
197,Umbreon,D,3,Art,,120/214,lostthunder,Ryota Murayama,,,8/25/2019
51,Alolan Dugtrio,Sl,2,,,123/214,lostthunder,Yuka Morii,,,7/26/2019
212,Scizor,Sl,3,Art,,126/214,lostthunder,Anesaki Dynamic,,,8/30/2019
39,Jigglypuff,Fa,1,Card,,133/214,lostthunder,Ken Sugimori,,,7/5/2019
40,Wigglytuff,Fa,3,,,134/214,lostthunder,nogimiso,,,
209,Snubbull,Fa,1,,,137/214,lostthunder,Akira Komayama,,,
280,Ralts,Fa,1,,,139/214,lostthunder,Yuka Morii,,,
702,Dedenne,Fa,2,,,142/214,lostthunder,Megumi Mizutani,,,7/5/2019
742,Cutiefly,Fa,1,,,145/214,lostthunder,Midori Harada,,,7/5/2019
743,Ribombee,Fa,3,Reverse,,146/214,lostthunder,Hasuno,,,7/26/2019
788,Tapu Fini,Fa,3,Reverse,,151/214,lostthunder,Kagemaru Himeno,,,10/12/2019
113,Chansey,N,1,,,152/214,lostthunder,MAHOU,,,
242,Blissey,N,3,Full,,153/214,lostthunder,MAHOU,,,5/12/2019
235,Smeargle,N,3,,,157/214,lostthunder,Ken Sugimori,,,
250,Ho-oh,N,3,,,160/214,lostthunder,Aya Kusube,,,7/26/2019
352,Kecleon,N,2,,,162/214,lostthunder,OOYAMA,,,7/29/2019
731,Pikipek,N,1,,,163/214,lostthunder,Miki Tanaka,,,
731,Pikipek,N,1,,,164/214,lostthunder,Suwama Chiaki,,,10/12/2019
T,Adventure Bag,I,2,,,167/214,lostthunder,Yoshinobu Saito,,,7/5/2019
T,Custom Catcher,I,2,,,171/214,lostthunder,Toyste Beach,,,7/5/2019
T,Electropower,I,2,,,172/214,lostthunder,Eske Yoshinob,,,5/12/2019
T,Fairy Charm,I,2,,,175/214,lostthunder,Toyste Beach,,,
T,Fairy Charm,I,2,,,177/214,lostthunder,Toyste Beach,,,7/5/2019
T,Kahili,Su,2,,,179/214,lostthunder,Ken Sugimori,,,
T,Lusamine,Su,3,Accents,Prism Star,182/214,lostthunder,nogimiso,,,7/26/2019
T,Mina,Su,2,,,183/214,lostthunder,Ken Sugimori,,,7/26/2019
T,Net Ball,I,2,,,187/214,lostthunder,Ryo Ueda,,,7/26/2019
T,Professor Elm's Lecture,Su,2,,,188/214,lostthunder,Hideki Ishikawa,,,7/26/2019
T,Sightseer,Su,2,,,189/214,lostthunder,Naoki Saito,,,
T,Mixed Herbs,I,2,,,194/214,lostthunder,Toyste Beach,,,
778,Mimikyu GX,Fa,5,Full,Full Art / Textured,206/214,lostthunder,5ban Graphics,,,7/5/2019
13,Weedle,G,1,,,1/111,crimsoninvasion,Yukiko Baba,,,12/28/2019
14,Kakuna,G,2,,,2/111,crimsoninvasion,Miki Kudo,,,
15,Beedrill,G,3,,,3/111,crimsoninvasion,kirisAki,,,
102,Exeggcute,G,1,,,4/111,crimsoninvasion,Kouki Saitou,,,
331,Cacnea,G,1,,,5/111,crimsoninvasion,Anesaki Dynamic,,,
332,Cacturne,G,3,,,6/111,crimsoninvasion,Mina Nokai,,,
588,Karrablast,G,1,,,7/111,crimsoninvasion,OOYAMA,,,
626,Shelmet,G,1,,,8/111,crimsoninvasion,OOYAMA,,,
617,Accelgor,G,2,,,9/111,crimsoninvasion,tetsuya koizumi,,,
672,Skiddo,G,1,Reverse,,10/111,crimsoninvasion,Naoki Saito,,,
322,Numel,F,1,,,13/111,crimsoninvasion,sui,,,2/16/2020
120,Staryu,W,1,,,15/111,crimsoninvasion,Yukiko Baba,,,
220,Swinub,W,1,,,16/111,crimsoninvasion,Eri Yamaki,,,
129,Magikarp,W,1,,,17/111,crimsoninvasion,TOKIYA,,,
220,Swinub,W,1,Reverse,,19/111,crimsoninvasion,Eri Yamaki,,,2/16/2020
221,Piloswine,W,2,,,20/111,crimsoninvasion,Kouki Saitou,,,
223,Remoraid,W,1,,,22/111,crimsoninvasion,Aya Kusube,,,1/2/2020
224,Octillery,W,3,,,23/111,crimsoninvasion,tetsuya koizumi,,,2/16/2020
341,Corphish,W,1,,,24/111,crimsoninvasion,Masakazu Fukuda,,,
349,Feebas,W,1,Reverse,,26/111,crimsoninvasion,Hitoshi Ariga,,,8/10/2019
422,Shellos,W,1,,,29/111,crimsoninvasion,Kouki Saitou,,,
25,Pikachu,El,1,,,30/111,crimsoninvasion,Shibuzoh.,,,
74,Alolan Geodude,El,1,Reverse,,32/111,crimsoninvasion,Mitsuhiro Arita,,,
75,Alolan Graveler,El,2,,,33/111,crimsoninvasion,kirisAki,,,
92,Gastly,P,1,,,36/111,crimsoninvasion,Shibuzoh.,,,
93,Haunter,P,2,,,37/111,crimsoninvasion,Eri Yamaki,,,
200,Misdreavus,P,1,,,39/111,crimsoninvasion,so-taro,,,7/20/2019
326,Grumpig,P,2,,,42/111,crimsoninvasion,Saya Tsuruta,,,
358,Chimecho,P,1,Reverse,,43/111,crimsoninvasion,Kanako Eo,,,12/28/2019
710,Pumpkaboo,P,1,,,44/111,crimsoninvasion,Miki Tanaka,,,
757,Salandit,P,1,,,46/111,crimsoninvasion,tetsuya koizumi,,,
765,Oranguru,P,3,,,48/111,crimsoninvasion,Yoshinobu Saito,,,7/20/2019
56,Mankey,Fg,1,,,50/111,crimsoninvasion,Miki Tanaka,,,
57,Primeape,Fg,3,,,51/111,crimsoninvasion,Yuka Morii,,,12/28/2019
104,Cubone,Fg,1,Reverse,,52/111,crimsoninvasion,sui,,,12/28/2019
377,Regirock,Fg,3,,,53/111,crimsoninvasion,kawayoo,,,1/2/2020
423,Gastrodon,Fg,2,Reverse,,54/111,crimsoninvasion,TOKIYA,,,1/2/2020
759,Stufful,Fg,1,,,55/111,crimsoninvasion,Kanako Eo,,,8/1/2019
760,Bewear,Fg,3,Card,,56/111,crimsoninvasion,Saya Tsuruta,,,
794,Buzzwole GX,Fg,5,Full,Full Art,57/111,crimsoninvasion,5ban Graphics,,,1/2/2020
228,Houndour,D,1,,,58/111,crimsoninvasion,Kouki Saitou,,,
633,Deino,D,1,,,60/111,crimsoninvasion,miki kudo,,,
634,Zweilous,D,2,,,61/111,crimsoninvasion,kodama,,,
304,Aron,Sl,1,,,65/111,crimsoninvasion,TOKIYA,,,12/28/2019
305,Lairon,Sl,2,Full,,66/111,crimsoninvasion,Atsuko Nishida,,,
306,Aggron,Sl,3,Reverse,,67/111,crimsoninvasion,Yoshinobu Saito,,,1/2/2020
379,Registeel,Sl,3,,,68/111,crimsoninvasion,Mitsuhiro Arita,,,8/1/2019
39,Jigglypuff,Fa,1,,,71/111,crimsoninvasion,You Iribi,,,8/10/2019
40,Wigglytuff,Fa,3,,,72/111,crimsoninvasion,0313,,,8/10/2019
782,Jangmo-o,Dr,1,,,75/111,crimsoninvasion,Atsuko Nishida,,,
783,Hakamo-o,Dr,2,,,76/111,crimsoninvasion,Masokazu Fukuda,,,
784,Kommo-o,Dr,3,,,77/111,crimsoninvasion,kawayoo,,,12/28/2019
241,Miltank,N,2,,,78/111,crimsoninvasion,Mina Nakai,,,8/1/2019
333,Swablu,N,1,Full,,79/111,crimsoninvasion,Mitsuhiro Arita,,,
334,Altaria,N,3,,,80/111,crimsoninvasion,sui,,,
396,Starly,N,1,,,81/111,crimsoninvasion,miki kudo,,,
397,Staravia,N,2,,,82/111,crimsoninvasion,kawayoo,,,
572,Minccino,N,1,,,85/111,crimsoninvasion,kodama,,,
573,Cinccino,N,2,,,86/111,crimsoninvasion,0313,,,
659,Bunnelby,N,1,,,87/111,crimsoninvasion,kirisAki,,,
660,Diggersby,N,2,,,88/111,crimsoninvasion,Anesaki Dynamic,,,1/2/2020
T,Counter Catcher,I,2,,,91/111,crimsoninvasion,Toyste Beach,,,
T,Dashing Pouch,I,2,,,92/111,crimsoninvasion,Eske Yoshinob,,,
T,Devoured Field,S,2,,,93/111,crimsoninvasion,5ban Graphics,,,
T,Fighting Memory,I,2,,,94/111,crimsoninvasion,5ban Graphics,,,12/28/2019
T,Gladion,Su,2,,,95/111,crimsoninvasion,Ken Sugimori,,,8/1/2019
T,Peeking Red Card,I,2,,,97/111,crimsoninvasion,Toyste Beach,,,
T,Psychic Memory,I,2,,,98/111,crimsoninvasion,5ban Graphics,,,12/28/2019
T,Sea of Nothingness,S,2,,,99/111,crimsoninvasion,Ryo Ueda,,,1/2/2020
T,Counter Energy,E,2,,,100/111,crimsoninvasion,,,,12/28/2019
257,Blaziken,F,3,Art,,1/106,greatencounters,Kagemaru Himeno,Bent,,
334,Altaria,N,3,,,12/106,greatencounters,Kagemaru Himeno,,,
344,Claydol,Fg,3,,,15/106,greatencounters,Midori Harada,Used,,8/20/2019
380,Latias,N,3,,,22/106,greatencounters,Daisuke Ito,,,
484,Palkia,W,3,Reverse,,26/106,greatencounters,Daisuke Ito,,,8/30/2019
40,Wigglytuff,N,3,,,32/106,greatencounters,Kagemaru Himeno,Dirty,,
256,Combusken,F,2,,,35/106,greatencounters,Naoyo Kimura,,,
264,Linoone,N,2,Reverse,,43/106,greatencounters,Kouki Saitou,Used,,8/20/2019
432,Purugly,N,2,,,50/106,greatencounters,Ken Sugimori,,,
227,Skarmory,Sl,2,,,53/106,greatencounters,Mitsuhiro Arita,Bent,,8/20/2019
201,Unown F,P,2,,,56/106,greatencounters,Daisuke Ito,,,
201,Unown G,P,2,,World Championships 2009,57/106,greatencounters,Daisuke Ito,,,
335,Zangoose,N,2,,,59/106,greatencounters,Masakazu Fukuda,,,
343,Baltoy,Fg,1,,,60/100,greatencounters,Sumiyoshi Kizuki,,,
418,Buizel,W,1,,,61/106,greatencounters,Masakazu Fukuda,,,
